State_Name,State_ab,County,City,Place,Type,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Households
Georgia,GA,Laurens County,Dublin,Dublin city,City,31021,478,41327287,244828,32.535471,-82.928807,104343.1032,86101,122892.249264059+0i,5918
Georgia,GA,Gwinnett County,Duluth,Duluth city,City,30096,678,26241880,410464,34.001517,-84.150464,135116.1587,118173,144709.101189011+0i,10823
Georgia,GA,Clinch County,Homerville,Du Pont,Town,31634,912,2027275,0,30.989096,-82.869085,47984.09643,50803,0+47679.0285947877i,84
Georgia,GA,Hart County,Hartwell,Eagle Grove,CDP,30643,706,4483185,53443,34.285577,-83.000722,0,0,0+0i,0
Georgia,GA,Gilmer County,Ellijay,East Ellijay city,City,30540,706,8805238,7293,34.679825,-84.470289,46927.15665,45661,45927.0928959396+0i,278
Georgia,GA,Dodge County,Eastman,Eastman city,City,31023,478,16611388,167266,32.197561,-83.170658,73093.32559,66315,79634.1328585007+0i,2096
Georgia,GA,Fulton County,East Point,East Point city,City,30344,404,38070896,47139,33.67236,-84.474958,89773.89167,73791,102776.308509772+0i,13443
Georgia,GA,Glascock County,Gibson,Edge Hill city,City,30810,706,478480,0,33.153421,-82.624989,70436.66673,300000,57628.6461850184+0i,9
Georgia,GA,Elbert County,Elberton,Elberton city,City,30635,706,11734558,88111,34.106786,-82.872634,61380.1093,60945,64585.8050211264+0i,1820
Georgia,GA,Colquitt County,Moultrie,Ellenton,Town,31788,229,2048725,10350,31.176703,-83.587067,45676.93406,50037,46498.7013873183+0i,66
Georgia,GA,Bartow County,Emerson,Emerson city,City,30137,770,22546472,46559,34.131549,-84.745371,146540.3761,119143,161459.410322678+0i,532
Georgia,GA,Dodge County,Cochran,Empire,CDP,31014,478,5957990,43079,32.337052,-83.282965,64238.24279,58172,61639.6721419065+0i,130
Georgia,GA,Heard County,Roopville,Ephesus city,City,30170,770,7820650,0,33.407009,-85.259598,69913.21229,86993,0+37840.8023650452i,144
Georgia,GA,Murray County,Chatsworth,Eton city,City,30705,706,3124156,0,34.826599,-84.766791,82304.36388,70813,86753.9285016265+0i,344
Georgia,GA,Columbia County,Evans,Evans,CDP,30809,706,65439307,3351349,33.567644,-82.140555,153499.5288,139623,158554.584666877+0i,10591
Georgia,GA,Fulton County,Fairburn,Fairburn city,City,30213,770,43834055,534184,33.547798,-84.587265,92176.5256,79586,101467.716562132+0i,4974
Georgia,GA,Cobb County,Marietta,Fair Oaks,CDP,30060,678,5094976,2563,33.919975,-84.544443,95322.09684,76512,114184.373152808+0i,3110
Georgia,GA,Clinch County,Jasper,Fargo city,City,32052,386,7107229,32879,30.686862,-82.571547,70730.10889,79749,66881.4513568447+0i,118
Georgia,GA,Ben Hill County,Fitzgerald,Fitzgerald city,City,31750,229,23124850,385435,31.713043,-83.252214,59131.56247,48933,71576.69212042+0i,3252
Georgia,GA,Liberty County,Hinesville,Flemington city,City,31313,912,12180534,19399,31.849374,-81.560578,134796.4673,112585,142030.198520386+0i,271
Georgia,GA,Hall County,Flowery Branch,Flowery Branch city,City,30542,770,18069221,302527,34.171303,-83.918746,115692.1707,99461,124326.155098759+0i,2407
Georgia,GA,Clayton County,Forest Park,Forest Park city,City,30297,404,24027770,157687,33.620543,-84.358181,64984.47637,60920,69918.2044074522+0i,5817
Georgia,GA,Clay County,Fort Gaines,Fort Gaines city,City,39851,229,12368304,7576131,31.625945,-85.058669,43153.77865,34588,45872.0711171821+0i,372
Georgia,GA,Walker County,Fort Oglethorpe,Fort Oglethorpe city,City,30742,706,35979523,0,34.931837,-85.246033,59378.37215,300000,53640.072664488+0i,72
Georgia,GA,Peach County,Fort Valley,Fort Valley city,City,31030,478,19380895,37802,32.551114,-83.879939,59430.92516,51697,71541.4878603245+0i,2877
Georgia,GA,Franklin County,Royston,Franklin Springs city,City,30662,706,5644117,46849,34.283361,-83.146091,100110.0793,85526,111635.302051703+0i,228
Georgia,GA,Hall County,Gainesville,Gainesville city,City,30501,770,85382220,5039686,34.289658,-83.829893,135259.2587,100170,154034.411209936+0i,12426
Georgia,GA,Emanuel County,Twin City,Garfield city,City,30471,478,2041658,17639,32.649211,-82.097291,63377.15903,82122,29666.9485599963+0i,70
Georgia,GA,Talbot County,Talbotton,Geneva,Town,31827,706,2037870,197,32.578179,-84.553184,150285.905,168093,166494.147199959+0i,45
Georgia,GA,Quitman,Georgetown,Georgetown-Quitman,County,39854,229,391703078,24158294,31.862948,-85.004801,63864.44552,56877,68814.400366913+0i,1015
Georgia,GA,Banks County,Gainesville,Gillsville city,City,30507,770,2924073,3338,34.308109,-83.639627,60376.53298,300000,52758.0220975324+0i,15
Georgia,GA,Burke County,Sardis,Girard,Town,30456,912,8188230,99060,33.033888,-81.715514,36764.8966,22644,39349.0658314478+0i,72
Georgia,GA,Wheeler County,Mount Vernon,Glenwood city,City,30445,912,8106656,79519,32.180301,-82.670836,41558.83377,23797,48392.100940305+0i,323
Georgia,GA,Wilkinson County,Irwinton,Gordon city,City,31042,478,13939109,151724,32.886191,-83.333588,74707.46418,70042,71107.6090894985+0i,797
Georgia,GA,Coweta County,Grantville,Grantville city,City,30220,770,15004825,45587,33.237148,-84.830098,74191.14979,78137,47217.8045914267+0i,1064
Georgia,GA,Gwinnett County,Grayson,Grayson city,City,30017,770,6426888,150706,33.889988,-83.95791,152426.5446,138628,155928.024960218+0i,844
Georgia,GA,Meriwether County,Greenville,Greenville city,City,30222,706,6071331,37518,33.030929,-84.716331,52921.49196,57895,53176.8603320611+0i,361
Georgia,GA,Spalding County,Griffin,Griffin city,City,30224,770,36100181,352175,33.241252,-84.276676,96770.37581,82011,113465.36822099+0i,8521
Georgia,GA,Liberty County,Hinesville,Gumbranch city,City,31313,912,2120955,9371,31.835735,-81.6839,84924.33139,70859,100683.450035898+0i,82
Georgia,GA,Effingham County,Guyton,Guyton city,City,31312,912,8305668,38138,32.33227,-81.390385,104961.2313,90245,111658.883175255+0i,596
Georgia,GA,Lowndes County,Hahira,Hahira city,City,31632,229,6948708,292158,30.99648,-83.381462,71788.73432,76789,67115.6810082235+0i,958
Georgia,GA,Henry County,Hampton,Hampton city,City,30228,770,14157264,134253,33.384961,-84.29535,88969.57052,91904,64238.2016484943+0i,1843
Georgia,GA,Fulton County,Hapeville,Hapeville city,City,30354,404,6231491,0,33.660873,-84.409321,113542.2704,85364,131540.276180679+0i,2587
Georgia,GA,Meriwether County,Senoia,Haralson,Town,30276,770,2014575,29602,33.22935,-84.56871,73705.38235,300000,61640.2229547035+0i,3
Georgia,GA,Columbia County,Harlem,Harlem city,City,30814,706,11707123,42560,33.415558,-82.313888,124827.6975,100269,137401.052932665+0i,1103
Georgia,GA,Hart County,Hartwell,Hartwell city,City,30643,706,13184136,42004,34.349645,-82.92802,103236.3877,70554,125129.786636943+0i,1678
Georgia,GA,Jeff Davis County,Hazlehurst,Hazlehurst city,City,31539,912,12256905,196421,31.864128,-82.599276,53622.47914,50891,52757.2315312073+0i,1552
Georgia,GA,Chatham County,Savannah,Henderson,CDP,31419,912,4545560,189246,32.007956,-81.266559,145652.945,300000,147630.85722409+0i,632
Georgia,GA,Henry County,Locust Grove,Heron Bay,CDP,30248,678,11683483,991698,33.339025,-84.192159,116362.0452,300000,113574.527972262+0i,1094
Georgia,GA,Towns County,Hiawassee,Hiawassee city,City,30546,706,4297803,1147719,34.946197,-83.746341,88721.20993,70779,104362.789341975+0i,453
Georgia,GA,Pike County,Zebulon,Hilltop,CDP,30295,770,2502862,56741,33.108235,-84.437141,30773.20295,32083,22827.6232782316+0i,66
Georgia,GA,Liberty County,Hinesville,Hinesville city,City,31313,912,46984677,88674,31.826703,-81.615773,91894.78556,78416,101668.310849368+0i,12914
Georgia,GA,Brantley County,Hoboken,Hoboken city,City,31542,912,8879024,42840,31.180473,-82.130901,82657.08327,82871,82041.89338095+0i,210
Georgia,GA,Cherokee County,Canton,Holly Springs city,City,30115,770,17378051,278596,34.167243,-84.484483,121340.0269,110285,123455.053323182+0i,3519
Georgia,GA,Banks County,Homer,Homer,Town,30547,706,24950010,95216,34.337956,-83.494781,84610.99537,82910,74944.785047231+0i,455
Georgia,GA,Jackson County,Hoschton,Hoschton city,City,30548,706,6677400,53206,34.09387,-83.761153,117818.8875,106564,119745.785210483+0i,548
Georgia,GA,Madison County,Athens,Hull city,City,30601,706,825590,3683,34.017674,-83.293721,54502.40546,60743,47919.7758544212+0i,91
Georgia,GA,Madison County,Ila,Ila city,City,30647,706,1994392,2052,34.173667,-83.293109,51719.37851,60337,48571.7826935209+0i,148
Georgia,GA,Seminole County,Donalsonville,Iron City,Town,39845,229,2068165,0,31.013583,-84.813313,118544.1203,100031,137091.767086954+0i,107
Georgia,GA,Wilkinson County,Irwinton,Irwinton city,City,31042,478,8145443,0,32.810758,-83.173696,71729.17772,59257,81156.225323716+0i,200
Georgia,GA,Wilkinson County,Irwinton,Ivey city,City,31042,478,6710563,1098996,32.909928,-83.299847,85340.10904,68905,101365.61179476+0i,366
Georgia,GA,Telfair County,Milan,Jacksonville city,City,31060,229,2814945,75684,31.813353,-82.975805,52004.09933,58340,50595.1444581535+0i,56
Georgia,GA,Pickens County,Jasper,Jasper city,City,30143,706,21970756,0,34.466199,-84.435863,91980.15324,79768,91275.8437426551+0i,1426
Georgia,GA,Twiggs County,Jeffersonville,Jeffersonville city,City,31044,478,9467393,31933,32.686281,-83.342642,71445.39422,56766,91306.1145355233+0i,382
Georgia,GA,Walton County,Covington,Jersey city,City,30014,770,2010153,9508,33.716782,-83.804307,120941.5101,94143,135970.315323049+0i,61
Georgia,GA,Fulton County,Johns Creek,Johns Creek city,City,30022,404,79805550,1376199,34.032739,-84.203848,196017.0641,215255,198146.204435123+0i,26583
Georgia,GA,Talbot County,Talbotton,Junction City,Town,31827,706,6088289,326903,32.603622,-84.458198,54445.51498,43474,57159.6578211581+0i,62
Georgia,GA,Burke County,Blythe,Keysville city,City,30805,706,2729192,57978,33.236189,-82.229326,61467.67508,80195,0+9635.18541832803i,79
Georgia,GA,Camden County,Kingsland,Kingsland city,City,31548,912,110602066,5591319,30.845932,-81.791078,102652.3047,86992,109606.922998047+0i,6044
Georgia,GA,Johnson County,Swainsboro,Kite city,City,30401,478,2086722,13319,32.691521,-82.512433,49907.28086,50232,44453.5592686701+0i,85
Georgia,GA,Walker County,Rossville,LaFayette city,City,30741,706,20942487,0,34.708847,-85.281495,83123.46899,68958,97539.0098492047+0i,2812
Georgia,GA,Clayton County,Forest Park,Lake City city,City,30297,404,4784294,0,33.606465,-84.341101,74461.03724,69777,80017.885954168+0i,809
Georgia,GA,Lowndes County,Lake Park,Lake Park city,City,31636,229,3634388,64824,30.68563,-83.187702,102921.2082,83767,114777.862728936+0i,371
Georgia,GA,Walker County,Rossville,Lakeview,CDP,30741,706,5883553,32573,34.9771,-85.253614,46248.9794,46723,43507.7804050542+0i,394
Georgia,GA,Franklin County,Lavonia,Lavonia city,City,30553,706,11873331,59543,34.434653,-83.108872,75894.47518,64089,96120.8422936146+0i,817
Georgia,GA,Gwinnett County,Lawrenceville,Lawrenceville city,City,30045,770,34691358,287865,33.952875,-83.992231,94572.87282,81892,104367.297552974+0i,10047
Georgia,GA,Lee County,Leesburg,Leesburg city,City,31763,229,12783664,137454,31.732058,-84.168546,116994.6562,96702,127495.417741544+0i,953
Georgia,GA,Sumter County,Americus,Leslie city,City,31709,229,4585073,8015,31.954799,-84.087064,80089.31793,87525,62043.4145955052+0i,128
Georgia,GA,Gwinnett County,Lilburn,Lilburn city,City,30047,770,16556536,123976,33.89064,-84.136872,118695.1641,98850,129669.536748034+0i,3977
Georgia,GA,Upson County,Thomaston,Lincoln Park,CDP,30286,706,2219618,20255,32.867383,-84.335597,36466.14619,30313,34040.8453191282+0i,261
Georgia,GA,Floyd County,Lindale,Lindale,CDP,30147,706,14038374,315852,34.187692,-85.180719,101935.2367,87246,115906.133598479+0i,1526
Georgia,GA,DeKalb County,Lithonia,Lithonia city,City,30058,678,2403968,2049,33.712954,-84.1062,49624.21091,49800,47507.4115669578+0i,775
Georgia,GA,Gwinnett County,Loganville,Loganville city,City,30052,770,19008285,114161,33.836502,-83.896135,90820.47959,91146,81669.7639321304+0i,766
Georgia,GA,Meriwether County,Grantville,Lone Oak,Town,30220,770,1618314,0,33.172352,-84.817331,56039.52147,56271,56246.4052153913+0i,37
Georgia,GA,Jefferson County,Louisville,Louisville city,City,30434,478,9342400,183791,32.992974,-82.397242,89060.02073,61159,112662.295886014+0i,936
Georgia,GA,Long County,Ludowici,Ludowici city,City,31316,912,6026047,32490,31.707526,-81.74941,100860.4609,76195,121242.280205154+0i,698
Georgia,GA,Hall County,Lula,Lula city,City,30554,770,11198304,29485,34.398092,-83.661974,72682.70393,70120,69845.5886965402+0i,878
Georgia,GA,Stewart County,Lumpkin,Lumpkin city,City,31815,229,4098230,43040,32.048041,-84.798145,54165.46465,55122,53609.3812598585+0i,471
Georgia,GA,Chattooga County,Lyerly,Lyerly,Town,30730,706,1945981,0,34.403432,-85.404092,50575.44597,50473,46007.6701662734+0i,222
Georgia,GA,Cobb County,Mableton,Mableton,CDP,30126,770,53279543,286042,33.814469,-84.565748,139470.1283,117326,151081.257549436+0i,13966
Georgia,GA,Henry County,Mcdonough,McDonough city,City,30253,770,32666080,483977,33.437724,-84.155416,91023.16302,78712,99974.560997862+0i,8576
Georgia,GA,Bibb County,Macon,Macon-Bibb,County,31206,478,645603627,14488557,32.808844,-83.694193,116370.6446,92829,133043.097345394+0i,57025
Georgia,GA,Wheeler County,Mc Rae,McRae-Helena city,City,31055,229,16668194,254898,32.063577,-82.89689,0,0,0+0i,0
Georgia,GA,Tattnall County,Claxton,Manassas city,City,30417,912,2001486,8342,32.161124,-82.024039,73475.00531,139444,0+86233.0193224236i,57
Georgia,GA,Talbot County,Manchester,Manchester city,City,31816,706,20754158,93524,32.859057,-84.634374,59160.25576,300000,53343.2631718049+0i,59
Georgia,GA,Cobb County,Marietta,Marietta city,City,30060,770,60358315,200841,33.953561,-84.542463,132763.4201,113594,144844.272457145+0i,23371
Georgia,GA,Franklin County,Eastanollee,Martin,Town,30538,706,6502603,55559,34.485769,-83.197451,37499.5,300000,22977.7873653085+0i,3
Georgia,GA,Columbia County,Martinez,Martinez,CDP,30907,706,37558216,285452,33.520422,-82.101179,158666.4372,145095,168612.895951792+0i,12634
Georgia,GA,Oglethorpe County,Lexington,Maxeys,Town,30648,706,6166315,28986,33.754914,-83.172638,81449.1532,92802,33689.0459215197+0i,91
Georgia,GA,Jackson County,Maysville,Maysville,Town,30558,706,11518702,159478,34.255126,-83.553058,53517.56606,56160,56740.2167996305+0i,420
Georgia,GA,Mitchell County,Pelham,Meigs city,City,31779,229,4029592,114867,31.071798,-84.092679,71041.55901,300000,63529.9702032755+0i,16
Georgia,GA,Tattnall County,Glennville,Mendes,CDP,30427,912,1567070,20104,31.994768,-81.970462,55726.77273,300000,46328.2958556347+0i,25
Georgia,GA,Candler County,Metter,Metter city,City,30439,912,19895048,517141,32.396607,-82.062596,93620.37232,64494,122735.9211123+0i,1513
Georgia,GA,Liberty County,Midway,Midway city,City,31320,912,16677124,37148,31.801003,-81.416664,100009.4162,86261,105670.729505806+0i,646
Georgia,GA,Telfair County,Mc Rae,Milan city,City,31055,229,8060847,102601,32.019198,-83.062279,38685.40429,25626,39125.4380955915+0i,130
Georgia,GA,Jenkins County,Millen,Millen city,City,30442,478,9270536,62994,32.806892,-81.942039,107052.6569,54181,141927.303770696+0i,1102
Georgia,GA,Fulton County,Milton,Milton city,City,30004,770,99811318,1598664,34.144325,-84.314188,208746.0974,234292,209012.303801146+0i,12061
Georgia,GA,Glascock County,Gibson,Mitchell,Town,30810,706,3825631,16155,33.221712,-82.701246,87002.39945,58643,114709.024120449+0i,69
Georgia,GA,Walton County,Monroe,Monroe city,City,30656,770,39374208,516447,33.797477,-83.718741,79245.37682,64316,96041.7258810535+0i,4843
Georgia,GA,Chatham County,Savannah,Montgomery,CDP,31406,912,13522404,2191079,31.947857,-81.09792,119574.0952,102056,130689.843293056+0i,1693
Georgia,GA,Laurens County,Dudley,Montrose,Town,31022,478,4181074,16200,32.55923,-83.153151,62420.25767,69676,56132.9049148443+0i,70
Georgia,GA,Coweta County,Moreland,Moreland,Town,30259,770,2339458,9363,33.286361,-84.769581,97660.57093,93876,98167.7912013131+0i,128
Georgia,GA,Fannin County,Morganton,Morganton city,City,30560,706,2148156,14256,34.875709,-84.24333,64237.05827,66936,58687.3707393798+0i,134
Georgia,GA,Brooks County,Morven,Morven city,City,31638,229,4467343,41674,30.943977,-83.499976,91123.1317,92831,85593.7163635255+0i,193
Georgia,GA,Rabun County,Rabun Gap,Mountain City,Town,30568,706,4703215,21502,34.921474,-83.381098,70626.20044,71690,72782.2340105049+0i,384
Georgia,GA,Fulton County,Roswell,Mountain Park city,City,30075,770,1195602,177447,34.083035,-84.413635,158132.6865,132538,165746.832809297+0i,252
Georgia,GA,Habersham County,Mount Airy,Mount Airy,Town,30563,706,6745643,21018,34.523341,-83.49746,70850.80244,70535,70664.1318141511+0i,472
Georgia,GA,Carroll County,Mt. Zion,Mount Zion city,City,30150,770,25128364,519937,33.642561,-85.180998,88813.85952,85956,91295.2883582726+0i,601
Georgia,GA,Berrien County,Nashville,Nashville city,City,31639,229,12047293,137164,31.2045,-83.248499,70880.27669,63399,85013.0877802949+0i,1846
Georgia,GA,Pickens County,Tate,Nelson city,City,30177,706,3887331,20965,34.378983,-84.37079,52901.44486,64101,50457.7643984766+0i,242
Georgia,GA,Screven County,Sylvania,Newington,Town,30467,912,2099288,1861,32.58916,-81.505994,53311.10196,45139,54418.1312680921+0i,109
Georgia,GA,Baker County,Newton,Newton city,City,39870,229,7537355,273142,31.316751,-84.339469,55863.07484,68271,0+38737.6446523771i,270
Georgia,GA,Jackson County,Nicholson,Nicholson city,City,30565,706,10265581,41899,34.116624,-83.425061,76954.88802,68363,84123.3792275413+0i,550
Georgia,GA,Colquitt County,Norman Park,Norman Park city,City,31771,229,7974315,144668,31.26902,-83.684531,71241.56034,64643,71912.7245313449+0i,425
Georgia,GA,DeKalb County,Decatur,North Decatur,CDP,30033,404,12719481,0,33.807337,-84.288888,162201.4049,159147,173248.786901669+0i,7982
Georgia,GA,Oconee County,Bishop,North High Shoals,Town,30621,706,6357168,99249,33.828754,-83.501647,153422.0155,131641,160875.523048259+0i,207
Georgia,GA,Emanuel County,Swainsboro,Nunez city,City,30401,478,3419069,52943,32.491954,-82.346687,130111.8757,59980,157823.697993236+0i,28
Georgia,GA,Hall County,Oakwood,Oakwood city,City,30566,770,13649320,15159,34.222133,-83.884856,106875.9179,79460,124461.375360532+0i,1598
Georgia,GA,Irwin County,Ocilla,Ocilla city,City,31774,229,6591835,20575,31.598633,-83.249809,68655.51875,63167,86512.3828544539+0i,1026
Georgia,GA,Wayne County,Odum,Odum city,City,31555,912,5250313,10282,31.671838,-82.024116,74284.09059,86434,0+15457.1847131324i,169
Georgia,GA,Macon County,Oglethorpe,Oglethorpe city,City,31068,478,5161851,124663,32.293176,-84.062807,39135.86742,24192,43229.4101870688+0i,623
Georgia,GA,Colquitt County,Omega,Omega city,City,31775,229,4617795,55687,31.338958,-83.593724,0,0,0+0i,0
Georgia,GA,Spalding County,Griffin,Orchard Hill,Town,30224,770,920671,10065,33.185158,-84.212038,103713.1446,48340,140411.991452403+0i,88
Georgia,GA,Coweta County,Palmetto,Palmetto city,City,30268,770,30565214,485014,33.537177,-84.672096,59108.36687,67211,49692.404195114+0i,201
Georgia,GA,DeKalb County,Decatur,Panthersville,CDP,30034,678,9497560,52671,33.70832,-84.274474,72544.90972,66366,79772.9343304773+0i,3421
Georgia,GA,Pierce County,Patterson,Patterson city,City,31557,912,6827330,31556,31.384904,-82.13543,137638.6884,102892,158924.53116328+0i,249
Georgia,GA,Thomas County,Moultrie,Pavo city,City,31768,229,4557721,14501,30.95937,-83.739334,162746.4536,208448,186351.516015178+0i,154
Georgia,GA,Fayette County,Peachtree City,Peachtree City city,City,30269,770,63567546,2340784,33.391904,-84.570611,169542.5613,168289,175557.644512765+0i,12537
Georgia,GA,Atkinson County,Pearson,Pearson city,City,31642,912,8682746,24420,31.29721,-82.853957,106181.647,69532,138273.54532026+0i,596
Georgia,GA,Bryan County,Pembroke,Pembroke city,City,31321,912,19663251,238391,32.144525,-81.616915,99747.83928,87562,112227.406775967+0i,1049
Georgia,GA,Jenkins County,Millen,Perkins,CDP,30442,478,5358989,133206,32.919257,-81.944353,78726.77273,300000,68146.3594855675+0i,52
Georgia,GA,Peach County,Perry,Perry city,City,31069,478,68182977,326593,32.472008,-83.726245,18999.55003,300000,4525.14346783931+0i,42
Georgia,GA,Dooly County,Pinehurst,Pinehurst city,City,31070,229,2634593,7685,32.196212,-83.759519,63406.01153,65335,67371.7657453532+0i,155
Georgia,GA,Harris County,Warm Spring,Pine Mountain,Town,31830,706,7471383,270895,32.852005,-84.851631,118586.5589,84896,139372.74943934+0i,581
Georgia,GA,Wilcox County,Rochelle,Pineview,Town,31079,229,5048234,13773,32.10428,-83.50887,33360.923,21055,36878.8016761825+0i,185
Georgia,GA,Sumter County,Americus,Plains city,City,31719,229,2108491,0,32.03307,-84.394526,102964.1333,59404,136612.149349334+0i,247
Georgia,GA,Chatham County,Pooler,Pooler city,City,31322,912,76773378,1853868,32.101994,-81.255377,143121.2746,110864,153890.971852241+0i,8156
Georgia,GA,Newton County,Covington,Porterdale city,City,30014,678,5996002,127037,33.573706,-83.894787,61989.7037,58628,62727.2321683608+0i,667
Georgia,GA,Worth County,Sylvester,Poulan city,City,31791,229,4333998,0,31.514506,-83.78982,79244.10327,70711,96064.9745844063+0i,360
Georgia,GA,Candler County,Metter,Pulaski,Town,30439,912,2063346,5243,32.390652,-81.952672,59475.88228,56624,57021.7787126064+0i,80
Georgia,GA,Brooks County,Quitman,Quitman city,City,31632,229,10689884,53213,30.784582,-83.560537,54142.53361,37332,55177.0819397501+0i,1590
Georgia,GA,Habersham County,Baldwin,Raoul,CDP,30511,706,5201814,17425,34.457691,-83.600862,65071.8031,59275,64834.7432653594+0i,311
Georgia,GA,Wilkes County,Washington,Rayle,Town,30673,706,2653018,50775,33.791336,-82.908545,59978.09958,300000,55820.5041945834+0i,52
Georgia,GA,DeKalb County,Lithonia,Redan,CDP,30058,678,24894894,312610,33.737554,-84.160019,83511.83196,78091,86181.0846439336+0i,11773
Georgia,GA,Bulloch County,Statesboro,Register,Town,30458,912,2015724,18315,32.36453,-81.880493,89430.36105,100896,76253.2041629802+0i,53
Georgia,GA,Lowndes County,Valdosta,Remerton city,City,31601,229,528272,484,30.843788,-83.308928,30726.91476,24202,30133.3858201851+0i,553
Georgia,GA,Gordon County,Resaca,Resaca,Town,30735,706,7158100,148000,34.579365,-84.943824,125492.7775,79115,149293.540040504+0i,301
Georgia,GA,Hall County,Buford,Rest Haven,Town,30518,770,895978,15744,34.131418,-83.975544,51653.96678,300000,44315.741177037+0i,17
Georgia,GA,Dodge County,Milan,Rhine,Town,31060,229,8117866,18229,31.989315,-83.200435,103641.5096,61827,135372.045866451+0i,219
Georgia,GA,Stewart County,Preston,Richland city,City,31824,229,8289156,115273,32.088762,-84.662001,96567.47199,52909,132906.456224575+0i,602
Georgia,GA,Washington County,Sandersville,Riddleville,Town,31082,478,1984712,46817,32.902739,-82.664984,149577.6525,152721,153741.474410334+0i,24
Georgia,GA,Catoosa County,Ringgold,Ringgold city,City,30736,706,12638631,0,34.913992,-85.122112,63042.8475,61319,61524.5745801205+0i,1406
Georgia,GA,Colquitt County,Moultrie,Riverside,Town,31768,229,540792,7577,31.178282,-83.804328,38610.07209,300000,33357.2166400537+0i,9
Georgia,GA,Houston County,Warner Robins,Robins AFB,CDP,31088,478,7136646,74321,32.609854,-83.582714,121268.7008,92607,131235.410628615+0i,285
Georgia,GA,Bacon County,Alma,Rockingham,CDP,31510,912,3033582,18364,31.541897,-82.417776,77781.37827,86915,69345.9155234315+0i,115
Georgia,GA,Screven County,Portal,Rocky Ford,Town,30450,912,3136056,70641,32.663507,-81.835465,47815.86441,55291,44485.1696686578+0i,86
Georgia,GA,Carroll County,Roopville,Roopville,Town,30170,770,2045227,0,33.456639,-85.130407,76404.60645,84728,69594.6035829761+0i,121
Georgia,GA,Cobb County,Roswell,Roswell city,City,30075,770,105445793,3323799,34.039453,-84.350946,0,0,0+0i,0
Georgia,GA,Franklin County,Royston,Royston city,City,30662,706,8826795,48222,34.285724,-83.11,44795.11969,36998,33723.252587725+0i,773
Georgia,GA,Madison County,Royston,Royston city,City,30662,706,8826795,48222,34.285724,-83.11,0,0,0+0i,0
Georgia,GA,Morgan County,Social Circle,Rutledge city,City,30025,770,8474859,86332,33.625654,-83.609698,95605.08939,86552,97376.3644382805+0i,376
Georgia,GA,Glynn County,Saint Simons Island,St. Simons,CDP,31522,912,41636270,2628834,31.176618,-81.385627,164686.8336,163525,172906.825473701+0i,6378
Georgia,GA,Upson County,Roberta,Salem,CDP,31078,478,21495718,19540,32.758587,-84.193624,59372.24183,63680,55853.0384284808+0i,114
Georgia,GA,Fulton County,Atlanta,Sandy Springs city,City,30328,404,97526360,2245984,33.931502,-84.368673,196109.4544,231458,202818.564382608+0i,43058
Georgia,GA,Burke County,Sardis,Sardis city,City,30456,912,4006687,38550,32.975073,-81.76151,51686.37421,52607,51573.5894731665+0i,343
Georgia,GA,Jeff Davis County,Hazlehurst,Satilla,CDP,31539,912,7770841,35387,31.791866,-82.559167,63199.74342,250000,0+54060.0476830535i,126
Georgia,GA,Chatham County,Savannah,Savannah city,City,31406,912,268318796,13908113,32.002507,-81.153572,102346.2712,82662,117984.368720561+0i,52798
Georgia,GA,Wheeler County,Mc Rae,Scotland city,City,31055,229,3714606,66315,32.047572,-82.818479,27366.33297,300000,21203.9360242652+0i,15
Georgia,GA,Wayne County,Screven,Screven city,City,31560,912,5585894,56656,31.484153,-82.016879,77841.14834,71618,81566.5593596308+0i,300
Georgia,GA,Wilcox County,Rochelle,Seville,CDP,31079,229,2201048,30652,31.960953,-83.600641,40691.77517,41973,39439.1769825233+0i,69
Georgia,GA,Floyd County,Rome,Shannon,CDP,30161,706,12898846,111480,34.340318,-85.084083,90179.17826,78939,102914.420105872+0i,707
Georgia,GA,Coweta County,Sharpsburg,Sharpsburg,Town,30277,770,2598010,17585,33.337966,-84.65105,204479.3711,249727,211126.266143066+0i,187
Georgia,GA,Harris County,Warm Springs,Shiloh city,City,31830,706,5818445,69930,32.81158,-84.698708,112392.8803,300000,126837.688799349+0i,209
Georgia,GA,Chatham County,Savannah,Skidaway Island,CDP,31406,912,42630737,3554018,31.937772,-81.046395,191994.2855,207132,194750.073056007+0i,3596
Georgia,GA,Lee County,Americus,Smithville city,City,31709,229,6490650,0,31.901276,-84.255243,70246.20855,78689,66067.7547861646+0i,212
Georgia,GA,Gwinnett County,Snellville,Snellville city,City,30078,770,27107056,331252,33.86032,-84.006123,115831.6659,97677,123574.715632481+0i,6186
Georgia,GA,Walton County,Social Circle,Social Circle city,City,30025,770,36747563,327542,33.649929,-83.708357,72334.77536,72840,72409.2815665199+0i,1488
Georgia,GA,Cook County,Sparks,Sparks,Town,31647,229,10128066,592720,31.169034,-83.441216,67348.29862,58414,83544.6600285717+0i,804
Georgia,GA,Effingham County,Springfield,Springfield city,City,31329,912,7117331,0,32.364232,-81.307871,71574.44034,72624,67871.9515923081+0i,900
Georgia,GA,Bulloch County,Statesboro,Statesboro city,City,30458,912,38231580,1127834,32.437679,-81.775576,68844.21581,52464,88594.6940646408+0i,10454
Georgia,GA,Emanuel County,Metter,Stillmore city,City,30439,912,8006556,280838,32.441609,-82.214484,67081.87673,66481,67035.6627815195+0i,220
